city,target_date,decision_hour_local,decision_snapshot_ts_utc,unit,timezone,current_bracket,d1_no_bracket,d2_no_bracket,current_yes_ask,current_yes_ask_size,current_bracket_no_ask,current_no_ask,current_no_ask_size,current_no_bid,d1_no_ask,d1_no_ask_size,d1_no_bid,d2_no_ask,d2_no_ask_size,d2_no_bid,current_question,d1_question,d2_question,current_yes_token_id,current_no_token_id,d1_no_token_id,d2_no_token_id,current_market_id,d1_market_id,d2_market_id,current_event_slug,d1_event_slug,d2_event_slug,event_slug,question,forecast_source,forecast_max_f,forecast_max_native,forecast_peak_hour_local,forecast_peak_delta_hours_local,forecast_peak_hour_spread,forecast_gap_to_running_native,gfs_gap_to_running_native,ecmwf_gap_to_running_native,running_native,current_native,decline_native,running_value,current_temp_c,running_max_c,tmpf_now,dwpf_now,dewpoint_depression_f,relative_humidity_pct,wind_speed_kt,sky_cover_code,temp_trend_1h_f,temp_trend_3h_f,minutes_since_running_max,running_max_obs_utc,obs_age_min,obs_source,snapshot_path,actual_bucket,city_family,solar_window,day_regime,moisture_cloud_regime,wind_regime,running_max_state,intraday_state,composite_regime,hour_bucket,decision_hour_sin,decision_hour_cos,forecast_peak_delta_abs,forecast_minus_running_native,forecast_minus_current_native,running_minus_current_native,forecast_to_current_upper_native,forecast_to_d1_upper_native,forecast_to_d2_upper_native,forecast_to_current_mid_native,forecast_to_d1_mid_native,forecast_to_d2_mid_native,running_to_current_upper_native,current_to_current_upper_native,running_position_in_current_native,current_position_in_current_native,market_p_current,market_log_p_current,forecast_anchor_p_current,runningmax_anchor_p_current,market_p_d1,market_log_p_d1,forecast_anchor_p_d1,runningmax_anchor_p_d1,market_p_d2,market_log_p_d2,forecast_anchor_p_d2,runningmax_anchor_p_d2,market_p_tail,market_log_p_tail,forecast_anchor_p_tail,runningmax_anchor_p_tail,market_entropy,market_top_p,market_top2_gap,current_bracket_width_native,current_frac_in_current_bracket,running_frac_in_current_bracket,forecast_frac_in_current_bracket,current_native_frac,running_native_frac,forecast_native_frac,current_dist_to_upper_share,running_dist_to_upper_share,forecast_dist_to_upper_share
Amsterdam,2026-07-01,9.0,2026-07-01T07:56:37Z,C,Europe/Amsterdam,23,24,25,0.16,48.41,0.85,0.85,126.52,0.84,0.46,605.0,0.44,0.84,389.62,0.8,Will the highest temperature in Amsterdam be 23°C on July 1?,Will the highest temperature in Amsterdam be 24°C on July 1?,Will the highest temperature in Amsterdam be 25°C on July 1?,95839065826739757506037027349982996332506732154016459409005667680207125597042,13699635843796231653423300636076384799962565133088226254899588452538246448866,5140987848497437109791334925226393134593079124350896608571263353261081912417,100604091299857987121270241740983442724486699224020535572699217987831828436105,2726039,2726040,2726041,highest-temperature-in-amsterdam-on-july-1-2026,highest-temperature-in-amsterdam-on-july-1-2026,highest-temperature-in-amsterdam-on-july-1-2026,highest-temperature-in-amsterdam-on-july-1-2026,Will the highest temperature in Amsterdam be 23°C on July 1?,open_meteo_live_ecmwf,71.7,22.1,15.0,-5.07,,-0.8999999999999986,,,23.0,23.0,0.0,23.0,23.0,23.0,73.4,48.2,25.200000000000003,,9.0,,0.0,0.0,30.889,2026-07-01T15:25:00+00:00,30.889,aviationweather_metar,,current,europe_cloud_break,late_morning,day_forecast_busted,dry_heat_inertia,light_wind,fresh_running_high,fresh_high,day_forecast_busted | fresh_high | dry_heat_inertia,10_11,0.7071067811865476,-0.7071067811865475,5.07,-0.8999999999999986,-0.8999999999999986,0.0,-1.3999999999999986,-2.3999999999999986,-3.3999999999999986,-0.8999999999999986,-1.8999999999999986,-2.8999999999999986,-0.5,-0.5,0.0,0.0,0.15750000000000003,-1.8483298207164491,0.8272491871481031,0.5154802305372643,0.55,-0.5978370007556204,0.16701873039911153,0.4127643010553665,0.17999999999999994,-1.714798428091927,0.00569921352031391,0.06976266300263508,0.11250000000000004,-2.1848020573376616,3.286893247134949e-05,0.001992805404734094,0.8471333928941103,0.55,0.3700000000000001,1.0,0.5,0.5,-0.3999999999999986,0.0,0.0,0.10000000000000142,0.5,0.5,1.3999999999999986
Karachi,2026-07-01,12.0,2026-07-01T07:56:37Z,C,Asia/Karachi,33,34,35,0.6,30.0,0.49,0.49,9.11,0.4,0.62,54.0,0.59,0.97,56.14,0.94,Will the highest temperature in Karachi be 33°C on July 1?,Will the highest temperature in Karachi be 34°C on July 1?,Will the highest temperature in Karachi be 35°C on July 1?,113125828244692144329714533548163373118090239749440521753407962055741877957993,13727390319761652679551628235322002954653396679677592831803551785881406230334,41730232095420662140862843043847856389405366571802065028494097402195295821379,4050868367633594666380894529118194608405537945305276896680158071779204663321,2726977,2726978,2726979,highest-temperature-in-karachi-on-july-1-2026,highest-temperature-in-karachi-on-july-1-2026,highest-temperature-in-karachi-on-july-1-2026,highest-temperature-in-karachi-on-july-1-2026,Will the highest temperature in Karachi be 33°C on July 1?,open_meteo_live_ecmwf,92.6,33.7,12.0,0.93,,0.7000000000000028,,,33.0,30.0,3.0,33.0,30.0,33.0,86.0,77.0,9.0,,16.0,,0.0,-3.6,565.959,2026-07-01T06:30:00+00:00,25.959,aviationweather_metar,,current,continental_dry_hot,solar_peak_window,day_marginal_runway,mixed_moisture,moderate_wind,mature_fade,mature_fade,day_marginal_runway | mature_fade | mixed_moisture,12_13,1.2246467991473532e-16,-1.0,0.93,0.7000000000000028,3.700000000000003,3.0,0.20000000000000284,-0.7999999999999972,-1.7999999999999972,0.7000000000000028,-0.29999999999999716,-1.2999999999999972,-0.5,-3.5,0.0,-3.0,0.5675675670097615,-0.5663954759036026,0.3729940373722002,0.5154802305372643,0.3882063878248586,-0.9462181533984291,0.38649463597641304,0.4127643010553665,0.04422604418257887,-3.1184414285292306,0.21881554192418584,0.06976266300263508,9.82800981835085e-10,-20.72326583694641,0.02169578472720098,0.001992805404734094,0.5963466386366724,0.5675675670097615,0.1793611791849029,1.0,-2.5,0.5,1.2000000000000028,0.0,0.0,0.7000000000000028,3.5,0.5,-0.20000000000000284
LA,2026-07-01,0.0,2026-07-01T07:56:37Z,F,America/Los_Angeles,66-67,68-69,70-71,0.102,6.0,0.942,0.942,22.6,0.898,0.67,309.46,0.64,0.45,565.06,0.4,Will the highest temperature in Los Angeles be between 66-67°F on July 1?,Will the highest temperature in Los Angeles be between 68-69°F on July 1?,Will the highest temperature in Los Angeles be between 70-71°F on July 1?,13366291672202194151422363624841726286960285477583989060672354049043698735988,4333814151969660093841378021836456895841484502922873765446574327686298855129,86250948762844495761609679078046988015542973359573602753861155710434871784327,23597460135286741167933205311995047088205809972609125763367615113122546229345,2737724,2737725,2737726,highest-temperature-in-los-angeles-on-july-1-2026,highest-temperature-in-los-angeles-on-july-1-2026,highest-temperature-in-los-angeles-on-july-1-2026,highest-temperature-in-los-angeles-on-july-1-2026,Will the highest temperature in Los Angeles be between 66-67°F on July 1?,open_meteo_live_gfs,66.7,66.7,14.0,-13.07,,0.6800000000000068,,,66.02,66.02,0.0,66.02,18.9,18.9,66.02,57.92,8.099999999999994,,5.0,,1.079999999999996,1.9799999999999962,3.015,2026-07-01T15:53:00+00:00,3.015,aviationweather_metar,,current,southern_or_maritime,late_morning,day_forecast_capped,mixed_moisture,light_wind,fresh_running_high,active_warming,day_forecast_capped | active_warming | mixed_moisture,10_11,0.0,1.0,13.07,0.6800000000000068,0.6800000000000068,0.0,-0.7999999999999972,-2.799999999999997,-4.799999999999997,0.20000000000000284,-1.7999999999999972,-3.799999999999997,-1.480000000000004,-1.480000000000004,-0.480000000000004,-0.480000000000004,0.09000989110780426,-2.4078357134927413,0.6381234684428297,0.8751053993973348,0.3412462904636535,-1.0751508029782313,0.3612762495632159,0.12487610844118174,0.5687438174394225,-0.5643251792122408,0.0006002811800867693,1.8491286378153338e-05,9.891196825033436e-10,-20.72326583694641,8.138675402316271e-10,8.751053993973348e-10,0.6525141818016956,0.5687438174394225,0.22749752697576897,2.0,0.259999999999998,0.259999999999998,0.6000000000000014,0.01999999999999602,0.01999999999999602,0.7000000000000028,0.740000000000002,0.740000000000002,0.3999999999999986
London,2026-07-01,8.0,2026-07-01T07:56:37Z,C,Europe/London,26,27,28,0.48,386.0,0.53,0.53,131.0,0.52,0.83,124.95,0.8,0.993,96.49,0.984,Will the highest temperature in London be 26°C on July 1?,Will the highest temperature in London be 27°C on July 1?,Will the highest temperature in London be 28°C on July 1?,1876487156461390087614084468096446077368777732032702724705236471940580403855,33207649037453028848486560857116874524999228644449070930498216601422333045836,105752449043216385806357051581381511047493495907494828541440756081466458988481,106242495384870536213257548277421116847686099840395685935969369943476241058776,2725786,2725787,2725788,highest-temperature-in-london-on-july-1-2026,highest-temperature-in-london-on-july-1-2026,highest-temperature-in-london-on-july-1-2026,highest-temperature-in-london-on-july-1-2026,Will the highest temperature in London be 26°C on July 1?,open_meteo_live_ecmwf,76.3,24.6,17.0,-8.07,,-1.3999999999999986,,,26.0,26.0,0.0,26.0,26.0,26.0,78.8,51.8,27.0,,8.0,,3.6,5.4,5.979,2026-07-01T15:50:00+00:00,5.979,aviationweather_metar,,current,other,late_morning,day_forecast_busted,dry_heat_inertia,light_wind,fresh_running_high,active_warming,day_forecast_busted | active_warming | dry_heat_inertia,10_11,0.8660254037844387,-0.49999999999999983,8.07,-1.3999999999999986,-1.3999999999999986,0.0,-1.8999999999999986,-2.8999999999999986,-3.8999999999999986,-1.3999999999999986,-2.3999999999999986,-3.3999999999999986,-0.5,-0.5,0.0,0.0,0.4775,-0.7391911190613522,0.9223651748808127,0.5154802305372643,0.18500000000000005,-1.687399453903812,0.07655828333803474,0.4127643010553665,0.011500000000000066,-4.465408243612927,0.0010739953406764566,0.06976266300263508,0.32599999999999985,-1.12085789761543,2.5464404762132577e-06,0.001992805404734094,0.7804147214983986,0.4775,0.15150000000000013,1.0,0.5,0.5,-0.8999999999999986,0.0,0.0,0.6000000000000014,0.5,0.5,1.8999999999999986
Madrid,2026-07-01,9.0,2026-07-01T07:56:37Z,C,Europe/Madrid,37,38,39,0.35,19.37,0.67,0.67,82.23,0.65,0.52,47.76,0.43,0.98,309.63,0.96,Will the highest temperature in Madrid be 37°C on July 1?,Will the highest temperature in Madrid be 38°C on July 1?,Will the highest temperature in Madrid be 39°C on July 1?,12672396434491900200156280689084118347464720847124540446148073287022199393970,29003157160738084851605811933373479456641489405006502225171479726147126804408,14720837420992971637247300949371992797065595244817523559182585865150057755059,35592830487991226968875772647635004449980782942261397924409892448138639749987,2725916,2725917,2725918,highest-temperature-in-madrid-on-july-1-2026,highest-temperature-in-madrid-on-july-1-2026,highest-temperature-in-madrid-on-july-1-2026,highest-temperature-in-madrid-on-july-1-2026,Will the highest temperature in Madrid be 37°C on July 1?,open_meteo_live_ecmwf,97.5,36.4,18.0,-8.07,,-0.6000000000000014,,,37.0,37.0,0.0,37.0,37.0,37.0,98.6,,,,,,,,26.087,2026-07-01T15:30:00+00:00,26.087,aviationweather_cache_csv,,current,europe_cloud_break,late_morning,day_forecast_busted,moisture_cloud_unknown,wind_unknown,fresh_running_high,state_unknown,day_forecast_busted | state_unknown | moisture_cloud_unknown,10_11,0.7071067811865476,-0.7071067811865475,8.07,-0.6000000000000014,-0.6000000000000014,0.0,-1.1000000000000014,-2.1000000000000014,-3.1000000000000014,-0.6000000000000014,-1.6000000000000014,-2.6000000000000014,-0.5,-0.5,0.0,0.0,0.345,-1.0642108619507773,0.732939640157322,0.5154802305372643,0.525,-0.6443570163905132,0.2522439527039144,0.4127643010553665,0.030000000000000027,-3.506557897319981,0.014672166169619865,0.06976266300263508,0.09999999999999998,-2.302585092994046,0.00014424096914362637,0.001992805404734094,0.7508473354505856,0.525,0.18000000000000005,1.0,0.5,0.5,-0.10000000000000142,0.0,0.0,0.3999999999999986,0.5,0.5,1.1000000000000014
Manila,2026-07-01,15.0,2026-07-01T07:56:37Z,C,Asia/Manila,34,35,36+,0.998,95.59,0.004,0.004,305.22,0.002,0.998,679.74,0.997,0.999,1340.25,0.998,Will the highest temperature in Manila be 34°C on July 1?,Will the highest temperature in Manila be 35°C on July 1?,Will the highest temperature in Manila be 36°C or higher on July 1?,67485300361132016103848354376561656004767862946841028896902449901262733849684,26857057246015130257933847081195294590616597607680813704886874892110099472106,38516503818261713234069929544510357302868437286759577476559340711991448751428,24182162720010310555101020703546505211786264083523401241945006462412254424104,2726108,2726109,2726110,highest-temperature-in-manila-on-july-1-2026,highest-temperature-in-manila-on-july-1-2026,highest-temperature-in-manila-on-july-1-2026,highest-temperature-in-manila-on-july-1-2026,Will the highest temperature in Manila be 34°C on July 1?,open_meteo_live_gfs,91.5,33.1,15.0,0.93,,-0.8999999999999986,,,34.0,29.0,5.0,34.0,29.0,34.0,84.2,77.0,7.200000000000003,,2.0,,-1.8,0.0,656.013,2026-07-01T05:00:00+00:00,56.013,aviationweather_metar,,current,humid_low_latitude,afternoon_decay_window,day_forecast_busted,mixed_moisture,light_wind,mature_fade,mature_fade,day_forecast_busted | mature_fade | mixed_moisture,14_16,-0.7071067811865471,-0.7071067811865479,0.93,-0.8999999999999986,4.100000000000001,5.0,-1.3999999999999986,-2.3999999999999986,,-0.8999999999999986,-1.8999999999999986,,-0.5,-5.5,0.0,-5.0,0.9960059900189655,-0.0040020073403567264,0.8272491871481031,0.5154802305372643,0.002496255614082567,-5.992963424230242,0.16701873039911153,0.4127643010553665,0.0014977533684496288,-6.5037890479961735,0.00569921352031391,0.06976266300263508,9.985022456330481e-10,-20.72326583694641,3.286893247134949e-05,0.001992805404734094,0.02069335728899355,0.9960059900189655,0.9935097344048829,1.0,-4.5,0.5,-0.3999999999999986,0.0,0.0,0.10000000000000142,5.5,0.5,1.3999999999999986
Miami,2026-07-01,3.0,2026-07-01T07:56:37Z,F,America/New_York,88-89,90-91,92-93,0.082,10.0,0.95,0.95,8.04,0.918,0.69,231.0,0.65,0.52,133.0,0.48,Will the highest temperature in Miami be between 88-89°F on July 1?,Will the highest temperature in Miami be between 90-91°F on July 1?,Will the highest temperature in Miami be between 92-93°F on July 1?,48541316566484124187239359459856349463563135315819117028914087598358182544094,7754814368114443458943815855859208670146703008762025904051730323818075147304,63912740567072794896588782970250405534016792570381597488240176427834977330228,3841142106267499414191001451381306233385526843054576361216943164747765486554,2737668,2737669,2737670,highest-temperature-in-miami-on-july-1-2026,highest-temperature-in-miami-on-july-1-2026,highest-temperature-in-miami-on-july-1-2026,highest-temperature-in-miami-on-july-1-2026,Will the highest temperature in Miami be between 88-89°F on July 1?,open_meteo_live_gfs,92.0,92.0,13.0,-9.07,,2.9399999999999977,,,89.06,89.06,0.0,89.06,31.7,31.7,89.06,,,,,,0.0,,63.109,2026-07-01T14:53:00+00:00,63.109,aviationweather_cache_csv,,current,humid_low_latitude,late_morning,day_marginal_runway,moisture_cloud_unknown,wind_unknown,near_high_plateau,plateau_near_high,day_marginal_runway | plateau_near_high | moisture_cloud_unknown,10_11,0.7071067811865475,0.7071067811865476,9.07,2.9399999999999977,2.9399999999999977,0.0,2.5,0.5,-1.5,3.5,1.5,-0.5,-0.4399999999999977,-0.4399999999999977,0.5600000000000023,0.5600000000000023,0.074,-2.6036901857779675,0.001992805404734094,0.5414373955849794,0.33000000000000007,-1.108662624521611,0.4127643010553665,0.4558384898793728,0.5,-0.6931471805599453,0.5154802305372643,0.0027241012519440898,0.09599999999999997,-2.343407087514301,0.06976266300263508,1.3283703786738794e-08,0.8151749312520755,0.5,0.16999999999999993,2.0,0.7800000000000011,0.7800000000000011,2.25,0.060000000000002274,0.060000000000002274,0.0,0.21999999999999886,0.21999999999999886,-1.25
Munich,2026-07-01,9.0,2026-07-01T07:56:37Z,C,Europe/Berlin,22,23,24,0.86,140.61,0.16,0.16,6.3,0.14,0.853,25.0,0.84,0.996,15.0,0.965,Will the highest temperature in Munich be 22°C on July 1?,Will the highest temperature in Munich be 23°C on July 1?,Will the highest temperature in Munich be 24°C on July 1?,17091594316570983169711193906923029261008495119894944556358705849362217093540,48420343908993252837996305568652316746403416171083091117505045341802247392965,28969392120188593546562673602708401244039078405366491832474293949486082366777,59033272244540751483709145843885750626849060961098553426513472597951574351464,2725840,2725841,2725842,highest-temperature-in-munich-on-july-1-2026,highest-temperature-in-munich-on-july-1-2026,highest-temperature-in-munich-on-july-1-2026,highest-temperature-in-munich-on-july-1-2026,Will the highest temperature in Munich be 22°C on July 1?,open_meteo_live_ecmwf,69.3,20.7,0.0,9.93,,-1.3000000000000007,,,22.0,17.0,5.0,22.0,17.0,22.0,62.6,59.0,3.6000000000000014,,8.0,,0.0,-3.6,486.052,2026-07-01T07:50:00+00:00,6.052,aviationweather_metar,,current,europe_cloud_break,late_morning,day_forecast_busted,mixed_moisture,light_wind,mature_fade,mature_fade,day_forecast_busted | mature_fade | mixed_moisture,10_11,0.7071067811865476,-0.7071067811865475,9.93,-1.3000000000000007,3.6999999999999993,5.0,-1.8000000000000007,-2.8000000000000007,-3.8000000000000007,-1.3000000000000007,-2.3000000000000007,-3.3000000000000007,-0.5,-5.5,0.0,-5.0,0.8317120614477508,-0.184268978051113,0.9084159677294661,0.5154802305372643,0.14931906600260786,-1.9016698799606215,0.09007037208279721,0.4127643010553665,0.0189688715768786,-3.9649559814181683,0.0015093851582482292,0.06976266300263508,9.727626449681297e-10,-20.72326583694641,4.275029488475635e-06,0.001992805404734094,0.36963654853298056,0.8317120614477508,0.6823929954451429,1.0,-4.5,0.5,-0.8000000000000007,0.0,0.0,0.6999999999999993,5.5,0.5,1.8000000000000007
NYC,2026-07-01,3.0,2026-07-01T07:56:37Z,F,America/New_York,86-87,88-89,90-91,0.004,64.98,0.998,0.998,361.84,0.996,0.996,472.89,0.983,0.917,13.04,0.914,Will the highest temperature in New York City be between 86-87°F on July 1?,Will the highest temperature in New York City be between 88-89°F on July 1?,Will the highest temperature in New York City be between 90-91°F on July 1?,15414482393195931131020395412410642044232168094630470094434977047097394852235,106399994365606515013141728968879224363962976566725593094287963664458553111522,108385740830958317433616357498378960804993006029565768645342010875044178733937,88637183360264556871535938440064880537355343835856607431607945762332265581660,2737633,2737634,2737635,highest-temperature-in-nyc-on-july-1-2026,highest-temperature-in-nyc-on-july-1-2026,highest-temperature-in-nyc-on-july-1-2026,highest-temperature-in-nyc-on-july-1-2026,Will the highest temperature in New York City be between 86-87°F on July 1?,open_meteo_live_gfs,95.6,95.6,13.0,-9.07,,9.599999999999994,,,86.0,86.0,0.0,86.0,30.0,30.0,86.0,69.08,16.92,,4.0,,0.0,5.940000000000001,65.07,2026-07-01T14:51:00+00:00,65.07,aviationweather_metar,,current,southern_or_maritime,late_morning,day_open_runway,mixed_moisture,light_wind,near_high_plateau,plateau_near_high,day_open_runway | plateau_near_high | mixed_moisture,10_11,0.7071067811865475,0.7071067811865476,9.07,9.599999999999994,9.599999999999994,0.0,8.099999999999994,6.099999999999994,4.099999999999994,9.099999999999994,7.099999999999994,5.099999999999994,-1.5,-1.5,-0.5,-0.5,0.0035000000000000027,-5.654992310486768,9.999996739028599e-10,0.8807825974798201,0.010499999999999956,-4.556380021818663,9.999996739028599e-10,0.11920096229981089,0.08450000000000003,-2.4710037446190083,3.240971409578284e-07,1.6439339586388492e-05,0.9015000000000001,-0.103695236338765,0.9999996739028598,8.807825974798202e-10,0.2668376541593038,0.9015000000000001,0.8170000000000001,2.0,0.25,0.25,5.049999999999997,0.0,0.0,0.5999999999999943,0.75,0.75,-4.049999999999997
PanamaCity,2026-07-01,2.0,2026-07-01T07:56:37Z,C,America/Panama,32,33,34,0.19,78.0,0.85,0.85,13.33,0.81,0.63,577.17,0.62,0.73,706.0,0.7,Will the highest temperature in Panama City be 32°C on July 1?,Will the highest temperature in Panama City be 33°C on July 1?,Will the highest temperature in Panama City be 34°C on July 1?,38074046634670983584647321182265732222845420620106005710611968414575866446758,38908740977182105226189215924978076990993649904823271323793514589736708105505,100820998527302021868795379478517984102402359248669818202179144171139751725519,36227222647001710995557801338845784753678791765840663070168459109812777600247,2737758,2737759,2737760,highest-temperature-in-panama-city-on-july-1-2026,highest-temperature-in-panama-city-on-july-1-2026,highest-temperature-in-panama-city-on-july-1-2026,highest-temperature-in-panama-city-on-july-1-2026,Will the highest temperature in Panama City be 32°C on July 1?,open_meteo_live_gfs,93.7,34.3,12.0,-9.07,,2.299999999999997,,,32.0,31.0,1.0,32.0,31.0,32.0,87.8,77.0,10.799999999999997,,9.0,,-1.8,7.2,86.088,2026-07-01T14:30:00+00:00,56.088,aviationweather_metar,,current,other,late_morning,day_open_runway,mixed_moisture,light_wind,pullback_from_high,false_fade_risk,day_open_runway | false_fade_risk | mixed_moisture,10_11,0.49999999999999994,0.8660254037844387,9.07,2.299999999999997,3.299999999999997,1.0,1.7999999999999972,0.7999999999999972,-0.20000000000000284,2.299999999999997,1.2999999999999972,0.29999999999999716,-0.5,-1.5,0.0,-1.0,0.18,-1.7147984280919266,0.02169578472720098,0.5154802305372643,0.375,-0.9808292530117262,0.21881554192418584,0.4127643010553665,0.28500000000000003,-1.2552660987134865,0.38649463597641304,0.06976266300263508,0.15999999999999992,-1.8325814637483107,0.3729940373722002,0.001992805404734094,0.9575445132711008,0.375,0.08999999999999997,1.0,-0.5,0.5,2.799999999999997,0.0,0.0,0.29999999999999716,1.5,0.5,-1.7999999999999972
Paris,2026-07-01,9.0,2026-07-01T07:56:37Z,C,Europe/Paris,25,26,27,0.26,80.42,0.77,0.77,67.49,0.74,0.53,329.99,0.51,0.8,15.0,0.79,Will the highest temperature in Paris be 25°C on July 1?,Will the highest temperature in Paris be 26°C on July 1?,Will the highest temperature in Paris be 27°C on July 1?,85689913485112610872051540052520192808356499726861686846226437076781514172968,73413697665610920937604256770494016639623106558630843521744105434332977922814,101717096557528875895853314850742324438731938319711990349780941924596396002609,106815938933023518258280531079184292665407353210122654430725915096682121819994,2725795,2725796,2725797,highest-temperature-in-paris-on-july-1-2026,highest-temperature-in-paris-on-july-1-2026,highest-temperature-in-paris-on-july-1-2026,highest-temperature-in-paris-on-july-1-2026,Will the highest temperature in Paris be 25°C on July 1?,open_meteo_live_gfs,82.5,28.1,16.0,-6.07,,3.1000000000000014,,,25.0,25.0,0.0,25.0,25.0,25.0,77.0,,,,,,,,26.15,2026-07-01T15:30:00+00:00,26.15,aviationweather_cache_csv,,current,other,late_morning,day_open_runway,moisture_cloud_unknown,wind_unknown,fresh_running_high,state_unknown,day_open_runway | state_unknown | moisture_cloud_unknown,10_11,0.7071067811865476,-0.7071067811865475,6.07,3.1000000000000014,3.1000000000000014,0.0,2.6000000000000014,1.6000000000000014,0.6000000000000014,3.1000000000000014,2.1000000000000014,1.1000000000000014,-0.5,-0.5,0.0,0.0,0.2525,-1.3763440302667225,0.0013415361735540235,0.5154802305372643,0.48,-0.7339691750802004,0.05610072236673798,0.4127643010553665,0.20499999999999996,-1.584745299843729,0.39651118278154796,0.06976266300263508,0.0625,-2.772588722239781,0.54604655867816,0.001992805404734094,0.864168308613057,0.48,0.22749999999999998,1.0,0.5,0.5,3.6000000000000014,0.0,0.0,0.10000000000000142,0.5,0.5,-2.6000000000000014
SanFrancisco,2026-07-01,0.0,2026-07-01T07:56:37Z,F,America/Los_Angeles,58-59,60-61,62-63,0.009,163.31,0.998,0.998,244.06,0.991,0.997,105.75,0.986,0.979,44.98,0.945,Will the highest temperature in San Francisco be between 58-59°F on July 1?,Will the highest temperature in San Francisco be between 60-61°F on July 1?,Will the highest temperature in San Francisco be between 62-63°F on July 1?,93378374429092262266694547888502486296777927093001313633037026687884330779945,54362184297552556670231247296364617579367427021346184019888590359510596781094,79141369755824500018104228975886317850904358795347253097365371537080844003738,115267110684164055643024745276684974513759858571395752228341047386486293733715,2737732,2737733,2737734,highest-temperature-in-san-francisco-on-july-1-2026,highest-temperature-in-san-francisco-on-july-1-2026,highest-temperature-in-san-francisco-on-july-1-2026,highest-temperature-in-san-francisco-on-july-1-2026,Will the highest temperature in San Francisco be between 58-59°F on July 1?,open_meteo_live_ecmwf,65.1,65.1,14.0,-13.07,,7.179999999999993,,,57.92,57.92,0.0,57.92,14.4,14.4,57.92,48.92,9.0,,0.0,,0.0,2.8799999999999994,60.104,2026-07-01T14:56:00+00:00,60.104,aviationweather_metar,,current,southern_or_maritime,late_morning,day_open_runway,mixed_moisture,light_wind,near_high_plateau,plateau_near_high,day_open_runway | plateau_near_high | mixed_moisture,10_11,0.0,1.0,13.07,7.179999999999993,7.179999999999993,0.0,5.599999999999994,3.5999999999999943,1.5999999999999943,6.599999999999994,4.599999999999994,2.5999999999999943,-1.5799999999999983,-1.5799999999999983,-0.5799999999999983,-0.5799999999999983,0.007250000000000005,-4.926753810115553,9.068240588267852e-10,0.9019355764253075,0.008499999999999952,-4.767689115485872,9.00431339677022e-06,0.09805424758030044,0.038000000000000034,-3.2701691192557503,0.09316693595299405,1.0175092456351235e-05,0.94625,-0.05524847423047848,0.9068240588267852,9.019355764253076e-10,0.18234916404988136,0.94625,0.90825,2.0,0.21000000000000085,0.21000000000000085,3.799999999999997,0.9200000000000017,0.9200000000000017,0.09999999999999432,0.7899999999999991,0.7899999999999991,-2.799999999999997
SaoPaulo,2026-07-01,4.0,2026-07-01T07:56:37Z,C,America/Sao_Paulo,26,27,28,0.16,5.95,0.86,0.86,4.9,0.84,0.45,308.6,0.44,0.76,5.0,0.74,Will the highest temperature in Sao Paulo be 26°C on July 1?,Will the highest temperature in Sao Paulo be 27°C on July 1?,Will the highest temperature in Sao Paulo be 28°C on July 1?,19979569404223381149840499966924176919398211245265295436700936998989774509582,86939695825643316945603257287417903212546417528060978986218994549690790138302,83603722289579056164683817622060418988507966491910529672039936014779059001404,26178052157359722072975044049501495453973778392278506730016311323836091125897,2737585,2737586,2737587,highest-temperature-in-sao-paulo-on-july-1-2026,highest-temperature-in-sao-paulo-on-july-1-2026,highest-temperature-in-sao-paulo-on-july-1-2026,highest-temperature-in-sao-paulo-on-july-1-2026,Will the highest temperature in Sao Paulo be 26°C on July 1?,open_meteo_live_ecmwf,79.8,26.6,14.0,-9.07,,0.6000000000000014,,,26.0,26.0,0.0,26.0,26.0,26.0,78.8,59.0,19.799999999999997,,10.0,,0.0,10.8,56.12,2026-07-01T15:00:00+00:00,56.12,aviationweather_metar,,current,southern_or_maritime,late_morning,day_marginal_runway,mixed_moisture,moderate_wind,near_high_plateau,fresh_high,day_marginal_runway | fresh_high | mixed_moisture,10_11,0.8660254037844386,0.5000000000000001,9.07,0.6000000000000014,0.6000000000000014,0.0,0.10000000000000142,-0.8999999999999986,-1.8999999999999986,0.6000000000000014,-0.3999999999999986,-1.3999999999999986,-0.5,-0.5,0.0,0.0,0.15500000000000003,-1.8643301620628903,0.3935785385205401,0.5154802305372643,0.5549999999999999,-0.5887871652357026,0.3970926093732948,0.4127643010553665,0.25,-1.3862943611198906,0.19328572343748346,0.06976266300263508,0.040000000000000036,-3.2188758248681997,0.0160431286686816,0.001992805404734094,0.7870454541983846,0.5549999999999999,0.30499999999999994,1.0,0.5,0.5,1.1000000000000014,0.0,0.0,0.6000000000000014,0.5,0.5,-0.10000000000000142
